63,Trattoria Dai Tosi,30,5,t,t,f,Meia luz. Aconchegante. Comidas diversas.
64,Rodoviária,31,1,t,t,t,Alguns guichês. Estações de parada dos ônibus.
68,Castello – Coop,33,4,t,t,f,Pequeno mercado. Vários corredores. Duas caixas registradoras.
69,Dorsoduro – Coop,33,6,t,t,f,Pequeno mercado. Vários corredores. Duas caixas registradoras.
72,Beco Santa Croce (Prostituição),36,1,t,f,f,Beco estreito e escuro.
77,Masjid Musawa,18,1,t,f,f,Vários desenhos geométricos. Chão livre.
5,Club Delirium,3,5,f,t,f,"Vários puffs e mini-salas vips com look retro-futurista, luzes azuis e neon."
43,Givenchy,22,2,t,f,f,Manequins. Bolsas. Sapatos. Roupas. Balcões. Caixa.
44,Dolce & Gabbana,22,2,t,f,f,Manequins. Bolsas. Sapatos. Roupas. Balcões. Caixa.
55,Piazza San Marco,27,3,t,t,f,Bares. Restaurantes. Lojas.
58,Posto de gasolina para barco,28,4,t,t,t,Posto flutuante com bombas de gasolina.
60,Vino Vero,30,1,t,t,f,Restaurante pequeno. Casual. Música de fundo.
61,Cantina do Spade,30,3,t,t,f,Restaurante sofisticado. Silencioso. Refinado. Carta de vinhos.
65,Salão de Beleza - Dorsoduro,32,1,t,f,f,Pequeno corredor. Cadeiras de cabelereiro. Fotos nas paredes.
66,Salão de Beleza – Castello,32,4,t,f,f,Pequeno corredor. Cadeiras de cabelereiro. Fotos nas paredes.
67,Salão de Beleza - Santa Croce,32,6,t,f,f,Pequeno corredor. Cadeiras de cabelereiro. Fotos nas paredes.
71,Tatoo Parlor,35,6,t,f,f,Sofá. Caixa. Fotos pelas paredes. Pequena cortina no fundo.
73,Rodoviária (Prostituição),36,1,t,f,f,Beco estreito e escuro.
74,Beco Dorsoduro (Prostituição),36,4,t,f,f,Beco estreito e escuro.
75,Beco Cannaregio (Prostituição),36,5,t,f,f,Beco estreito e escuro.
76,Beco Castello (Prostituição),36,6,t,f,f,Beco estreito e escuro.
